id,district_id,population,number_of_unemployed,population_density,year,created_at,updated_at
93cc090f-ebb9-4ccc-9680-ac42f21d1e58,350908,123763,29383,773.228789204048,2021,2025-04-25 09:50:49.465+00,2025-04-25 09:50:49.465+00
151f5d1b-c819-4600-9e84-4f4ddaf60258,350908,125672,29779,785.155566662502,2022,2025-04-25 09:50:49.472+00,2025-04-25 09:50:49.472+00
0398725a-0df8-4592-a031-532da1043e6e,350908,124692,29434,779.032862676496,2023,2025-04-25 09:50:49.48+00,2025-04-25 09:50:49.48+00
fe65c181-1f63-4f6e-b555-f9ca7d38e3f1,350908,125496,31256,784.055979007872,2024,2025-04-25 09:50:49.487+00,2025-04-25 09:50:49.487+00
f0e23da2-9b7a-46b8-9b2b-74c6a4a224af,350909,113905,48666,714.003635679809,2020,2025-04-25 09:50:48.875+00,2025-04-25 09:50:48.875+00
20019ecd-8fd2-4dd1-a27c-7d0a74f4e1d7,350909,126389,30849,792.258509371278,2021,2025-04-25 09:50:48.884+00,2025-04-25 09:50:48.884+00
99ba83ea-54ad-4eb9-af24-95d5488b180a,350909,126443,31669,792.597003698364,2022,2025-04-25 09:50:48.891+00,2025-04-25 09:50:48.891+00
e05df5f0-9b69-4f0f-8d80-1f64af51eff7,350909,12633,32253,79.188867297687,2023,2025-04-25 09:50:48.899+00,2025-04-25 09:50:48.899+00
2db783bf-8a26-49a8-bc8e-9a2550a254cd,350909,127888,34202,801.654861154642,2024,2025-04-25 09:50:48.918+00,2025-04-25 09:50:48.918+00
33ad15c4-9189-4653-9215-2fe9195c87ed,350910,77005,33387,1540.1,2020,2025-04-25 09:50:48.83+00,2025-04-25 09:50:48.83+00
131bc9b7-d3a1-4c73-8c8c-07ce112e3d28,350910,83327,20818,1666.54,2021,2025-04-25 09:50:48.839+00,2025-04-25 09:50:48.839+00
495a9b5f-eda0-4c47-98a8-650704dc0461,350910,87185,21530,1743.7,2022,2025-04-25 09:50:48.848+00,2025-04-25 09:50:48.848+00
43b1d345-dbd0-4c4f-9c04-a6c2503a5bad,350910,83712,21854,1674.24,2023,2025-04-25 09:50:48.857+00,2025-04-25 09:50:48.857+00
49287203-63a5-472b-b561-ecda5f9353f8,350910,8424,23429,168.48,2024,2025-04-25 09:50:48.866+00,2025-04-25 09:50:48.866+00
bc132da9-e6af-41f7-b4d2-bb8f76f58c92,350911,114695,58087,890.904147894982,2020,2025-04-25 09:50:49.906+00,2025-04-25 09:50:49.906+00
7ef63192-02e8-4480-8a7a-ca2dc6930024,350911,126564,28679,983.097716327482,2021,2025-04-25 09:50:49.912+00,2025-04-25 09:50:49.912+00
c053c83e-101b-48bd-8787-75c4425c0169,350911,124833,29761,969.652011806742,2022,2025-04-25 09:50:49.919+00,2025-04-25 09:50:49.919+00
e7e32f57-0e84-457a-90d2-8929af0bf9fc,350911,88481,30382,687.284449277614,2023,2025-04-25 09:50:49.927+00,2025-04-25 09:50:49.927+00
ba27f1f6-a7ab-4d1b-818b-d4f8ba749168,350911,128426,32441,997.560975609756,2024,2025-04-25 09:50:49.934+00,2025-04-25 09:50:49.934+00
368beb1a-c8f9-4285-9f29-9d006d0b271a,350912,110417,41217,945.6748886605,2020,2025-04-25 09:50:48.75+00,2025-04-25 09:50:48.75+00
79d477db-5de0-4ef4-9fad-00278ae61946,350912,118403,27291,1014.07159986297,2021,2025-04-25 09:50:48.758+00,2025-04-25 09:50:48.758+00
eeaddc10-dfc3-4117-9fb1-4d4c4798a644,350912,120188,28089,1029.35936964714,2022,2025-04-25 09:50:48.767+00,2025-04-25 09:50:48.767+00
e138cfb6-306e-4fa3-a096-5a428cef1a29,350912,120114,28381,1028.72559095581,2023,2025-04-25 09:50:48.775+00,2025-04-25 09:50:48.775+00
c59dca5b-f72f-4627-9ea9-a0cf4258a48b,350912,12066,30116,103.340184994861,2024,2025-04-25 09:50:48.783+00,2025-04-25 09:50:48.783+00
a5d0f1ba-e447-4db9-870e-cf30ee492048,350913,79931,32079,1469.04980702077,2020,2025-04-25 09:50:49.494+00,2025-04-25 09:50:49.494+00
189a668e-1771-4984-bf96-fbdfa0b96b88,350913,86834,21902,1595.91986767138,2021,2025-04-25 09:50:49.502+00,2025-04-25 09:50:49.502+00
f5701eab-855d-4975-9adc-cc347fa35b42,350913,85594,22662,1573.12993934938,2022,2025-04-25 09:50:49.51+00,2025-04-25 09:50:49.51+00
c3e0403f-b67b-4faa-8701-63856e7f0325,350913,88231,23058,1621.59529498254,2023,2025-04-25 09:50:49.518+00,2025-04-25 09:50:49.518+00
476d5617-005a-4df7-8ab1-e70ab3a36544,350913,88426,24466,1625.17919500092,2024,2025-04-25 09:50:49.526+00,2025-04-25 09:50:49.526+00
8db760d8-85f1-489a-b1e9-2200f3d3b619,350914,62149,23182,341.816081839182,2020,2025-04-25 09:50:49.336+00,2025-04-25 09:50:49.336+00
232aea5a-bc47-4d63-a216-9a3e03c8e701,350914,66276,17639,364.514354856452,2021,2025-04-25 09:50:49.342+00,2025-04-25 09:50:49.342+00
45a9c816-7160-473f-8e3a-85f51af1d753,350914,65979,18176,362.880871191288,2022,2025-04-25 09:50:49.349+00,2025-04-25 09:50:49.349+00
5001c148-b882-4b0c-bf23-79cd9840f91c,350914,66894,18493,367.913320866791,2023,2025-04-25 09:50:49.355+00,2025-04-25 09:50:49.355+00
abaffed3-721d-426b-899c-2a070bbbc71a,350914,66933,19529,368.127818721813,2024,2025-04-25 09:50:49.36+00,2025-04-25 09:50:49.36+00
88d4a3a3-8c7e-4714-9f37-172bdd5807da,350915,37950,14170,834.799824021118,2020,2025-04-25 09:50:49.632+00,2025-04-25 09:50:49.632+00
a216a978-f84f-425b-87a6-4cb489a26e51,350915,41161,10324,905.43334799824,2021,2025-04-25 09:50:49.639+00,2025-04-25 09:50:49.639+00
1db84dc8-e3bd-4d1b-8564-10636fa9bdda,350915,41903,10671,921.755389353278,2022,2025-04-25 09:50:49.646+00,2025-04-25 09:50:49.646+00
2183f50b-ff34-4de5-b2f3-fd577e2c78c8,350915,41879,10810,921.227452705675,2023,2025-04-25 09:50:49.654+00,2025-04-25 09:50:49.654+00
0290bd74-b851-48bc-9be1-6be2380aa302,350915,42416,11728,933.040035195776,2024,2025-04-25 09:50:49.663+00,2025-04-25 09:50:49.663+00
3c15bd46-8e7e-47b8-a5da-c96ba93d5efe,350916,81318,33323,1450.03566333809,2020,2025-04-25 09:50:49.017+00,2025-04-25 09:50:49.017+00
75f7857e-3265-4a36-a614-481fdc98f3b4,350916,89726,21541,1599.96433666191,2021,2025-04-25 09:50:49.026+00,2025-04-25 09:50:49.026+00
5d729596-1cab-429c-a56c-3b64a4f6732b,350916,90054,21860,1605.81312410842,2022,2025-04-25 09:50:49.033+00,2025-04-25 09:50:49.033+00
052aac88-2de1-4ebf-a5cc-3f3e34cae4a0,350916,90493,22033,1613.64122681883,2023,2025-04-25 09:50:49.039+00,2025-04-25 09:50:49.039+00
59f82ed8-3bde-4fd8-8798-a5c08c169b59,350916,91175,23458,1625.80242510699,2024,2025-04-25 09:50:49.054+00,2025-04-25 09:50:49.054+00
fa832124-0a98-4ffc-84fd-9a2d424a6806,350917,78179,27417,1301.03178565485,2020,2025-04-25 09:50:48.712+00,2025-04-25 09:50:48.712+00
3f28454a-64d4-4042-87d2-e3669c22d486,350917,83942,22040,1396.93792644367,2021,2025-04-25 09:50:48.72+00,2025-04-25 09:50:48.72+00
ade06f6c-4965-41ba-8359-18b107344158,350917,82046,22831,1365.38525545016,2022,2025-04-25 09:50:48.727+00,2025-04-25 09:50:48.727+00
90c86aba-7ad8-4b81-a145-2239fbd97111,350917,84819,19559,1411.53270094858,2023,2025-04-25 09:50:48.735+00,2025-04-25 09:50:48.735+00
8d094a89-3311-48c6-b88c-9332e750b555,350917,85662,24488,1425.56165751373,2024,2025-04-25 09:50:48.742+00,2025-04-25 09:50:48.742+00
b296a76a-2828-4ecf-a2a8-1d93ce0df582,350918,70663,25251,131.610512003874,2020,2025-04-25 09:50:49.837+00,2025-04-25 09:50:49.837+00
32784e12-56ca-48b8-9672-69e095f4dcfb,350918,78926,20200,147.000428377195,2021,2025-04-25 09:50:49.843+00,2025-04-25 09:50:49.843+00
5ac118dc-6371-435a-bfb9-212127909f72,350918,79765,20794,148.563073885754,2022,2025-04-25 09:50:49.849+00,2025-04-25 09:50:49.849+00
b9df7376-7ef9-4095-9fe7-4f27afe95e9d,350918,80936,12956,150.744072563372,2023,2025-04-25 09:50:49.856+00,2025-04-25 09:50:49.856+00
872870d5-ad95-4c22-960c-ed1afa2a3833,350918,81515,22144,151.822465590136,2024,2025-04-25 09:50:49.863+00,2025-04-25 09:50:49.863+00
1a9f782f-038d-4a0a-a628-1a972c8559d1,350919,117516,46284,4588.67629832097,2020,2025-04-25 09:50:49.139+00,2025-04-25 09:50:49.139+00
1c8d11dd-7a17-47c5-84e3-e3b410032fe6,350919,124669,34628,4867.98125732136,2021,2025-04-25 09:50:49.147+00,2025-04-25 09:50:49.147+00
86b54e32-7686-4a59-9d1f-b92498f82baa,350919,118062,35850,4609.99609527528,2022,2025-04-25 09:50:49.156+00,2025-04-25 09:50:49.156+00
6179d58a-8cea-40b8-8e2a-f4f6c5e7aac0,350919,126473,36312,4938.42249121437,2023,2025-04-25 09:50:49.164+00,2025-04-25 09:50:49.164+00
f7e10e04-1674-4e40-bd48-e9a2bdf8d7b8,350919,127156,38003,4965.09176103085,2024,2025-04-25 09:50:49.172+00,2025-04-25 09:50:49.172+00
7e421710-3ff8-4305-a3c2-8493ebeb504e,350920,94471,39097,2526.63813853972,2020,2025-04-25 09:50:49.38+00,2025-04-25 09:50:49.38+00
aed74399-a16a-4598-8e89-9ff5b06ba08f,350920,101831,28039,2723.48221449585,2021,2025-04-25 09:50:49.399+00,2025-04-25 09:50:49.399+00
147ca626-1ded-4282-a5eb-cba0437603f0,350920,102173,28949,2732.62904519925,2022,2025-04-25 09:50:49.418+00,2025-04-25 09:50:49.418+00
31ee8bc1-5118-4e97-a85d-ab686beaea48,350920,102388,29341,2738.37924578764,2023,2025-04-25 09:50:49.436+00,2025-04-25 09:50:49.436+00
88947736-f5c7-450d-9ca4-d3b878f7600e,350920,103048,30648,2756.03102433806,2024,2025-04-25 09:50:49.446+00,2025-04-25 09:50:49.446+00
