id,crime_id,crime_category_id,location_id,description,victim_count,status,created_at,updated_at,timestamp
CI-3509-2162-2021,CR-3509-0112-2021,CC-0057,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan bbm illegal terjadi pada Tue Jan 05 2021 06:18:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.093+00,2025-04-25 09:51:04.093+00,2021-01-04 23:18:00+00
CI-3509-2163-2021,CR-3509-0112-2021,CC-0039,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian perlindungan tki di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.097+00,2025-04-25 09:51:04.097+00,2021-01-04 12:48:00+00
CI-3509-2164-2021,CR-3509-0112-2021,CC-0022,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian curingan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.101+00,2025-04-25 09:51:04.101+00,2021-01-06 09:04:00+00
CI-3509-2165-2021,CR-3509-0112-2021,CC-0020,c84ce263-ab46-4555-a44d-ec8482091dc9,"Pencurian Biasa dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.105+00,2025-04-25 09:51:04.105+00,2021-01-01 12:56:00+00
CI-3509-2166-2021,CR-3509-0113-2021,CC-0012,c84ce263-ab46-4555-a44d-ec8482091dc9,"Penghinaan dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.121+00,2025-04-25 09:51:04.121+00,2021-02-18 04:07:00+00
CI-3509-2167-2021,CR-3509-0113-2021,CC-0004,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian kebakaran / meletus di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.125+00,2025-04-25 09:51:04.125+00,2021-02-07 05:54:00+00
CI-3509-2168-2021,CR-3509-0113-2021,CC-0023,c84ce263-ab46-4555-a44d-ec8482091dc9,"Curas dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.129+00,2025-04-25 09:51:04.129+00,2021-02-26 02:19:00+00
CI-3509-2169-2021,CR-3509-0114-2021,CC-0015,c84ce263-ab46-4555-a44d-ec8482091dc9,"Insiden pembunuhan terjadi di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.145+00,2025-04-25 09:51:04.145+00,2021-03-12 05:55:00+00
CI-3509-2170-2021,CR-3509-0114-2021,CC-0040,c84ce263-ab46-4555-a44d-ec8482091dc9,"Perlindungan Saksi – Korban dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.149+00,2025-04-25 09:51:04.149+00,2021-03-04 16:19:00+00
CI-3509-2171-2021,CR-3509-0115-2021,CC-0028,c84ce263-ab46-4555-a44d-ec8482091dc9,"Penggelapan dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.164+00,2025-04-25 09:51:04.164+00,2021-04-19 01:58:00+00
CI-3509-2172-2021,CR-3509-0115-2021,CC-0051,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian trafficking in person di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.168+00,2025-04-25 09:51:04.168+00,2021-04-26 11:41:00+00
CI-3509-2173-2021,CR-3509-0115-2021,CC-0056,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus illegal fishing Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.172+00,2025-04-25 09:51:04.172+00,2021-04-15 13:23:00+00
CI-3509-2174-2021,CR-3509-0116-2021,CC-0050,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan money loudering terjadi pada Sun May 09 2021 15:17:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,unresolved,2025-04-25 09:51:04.187+00,2025-04-25 09:51:04.187+00,2021-05-09 08:17:00+00
CI-3509-2175-2021,CR-3509-0116-2021,CC-0022,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan curingan terjadi pada Fri May 14 2021 12:01:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,unresolved,2025-04-25 09:51:04.19+00,2025-04-25 09:51:04.19+00,2021-05-14 05:01:00+00
CI-3509-2176-2021,CR-3509-0116-2021,CC-0028,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian penggelapan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,unresolved,2025-04-25 09:51:04.194+00,2025-04-25 09:51:04.194+00,2021-05-09 19:46:00+00
CI-3509-2177-2021,CR-3509-0117-2021,CC-0028,c84ce263-ab46-4555-a44d-ec8482091dc9,"Insiden penggelapan terjadi di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.211+00,2025-04-25 09:51:04.211+00,2021-06-12 22:40:00+00
CI-3509-2178-2021,CR-3509-0117-2021,CC-0005,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian member suap di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.218+00,2025-04-25 09:51:04.218+00,2021-06-29 23:20:00+00
CI-3509-2179-2021,CR-3509-0117-2021,CC-0046,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan keimigrasian terjadi pada Thu Jun 24 2021 08:35:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.223+00,2025-04-25 09:51:04.223+00,2021-06-24 01:35:00+00
CI-3509-2180-2021,CR-3509-0117-2021,CC-0063,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian perlindungan konsumen di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,unresolved,2025-04-25 09:51:04.233+00,2025-04-25 09:51:04.233+00,2021-06-22 07:49:00+00
CI-3509-2181-2021,CR-3509-0118-2021,CC-0012,c84ce263-ab46-4555-a44d-ec8482091dc9,"Penghinaan dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.299+00,2025-04-25 09:51:04.299+00,2021-07-16 22:20:00+00
CI-3509-2182-2021,CR-3509-0119-2021,CC-0030,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan pengrusakan terjadi pada Sun Aug 01 2021 09:45:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.348+00,2025-04-25 09:51:04.348+00,2021-08-01 02:45:00+00
CI-3509-2183-2021,CR-3509-0119-2021,CC-0064,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan pidter lainnya terjadi pada Mon Aug 09 2021 02:10:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.353+00,2025-04-25 09:51:04.353+00,2021-08-08 19:10:00+00
CI-3509-2184-2021,CR-3509-0120-2021,CC-0001,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus terhadap ketertiban umum Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.384+00,2025-04-25 09:51:04.384+00,2021-09-15 17:20:00+00
CI-3509-2185-2021,CR-3509-0121-2021,CC-0011,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian perjudian di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.411+00,2025-04-25 09:51:04.411+00,2021-10-18 09:41:00+00
CI-3509-2186-2021,CR-3509-0121-2021,CC-0038,c84ce263-ab46-4555-a44d-ec8482091dc9,"Insiden pkdrt terjadi di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.417+00,2025-04-25 09:51:04.417+00,2021-10-29 09:00:00+00
CI-3509-2187-2021,CR-3509-0122-2021,CC-0064,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus pidter lainnya Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.444+00,2025-04-25 09:51:04.444+00,2021-11-27 09:50:00+00
CI-3509-2188-2021,CR-3509-0122-2021,CC-0008,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian pemalsuan surat di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.45+00,2025-04-25 09:51:04.45+00,2021-11-10 19:54:00+00
CI-3509-2189-2021,CR-3509-0123-2021,CC-0061,c84ce263-ab46-4555-a44d-ec8482091dc9,"Insiden upal terjadi di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.472+00,2025-04-25 09:51:04.472+00,2021-12-26 17:38:00+00
CI-3509-2190-2021,CR-3509-0123-2021,CC-0063,c84ce263-ab46-4555-a44d-ec8482091dc9,"Perlindungan Konsumen dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.476+00,2025-04-25 09:51:04.476+00,2021-12-22 23:26:00+00
CI-3509-2191-2021,CR-3509-0123-2021,CC-0024,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus curanmor Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.481+00,2025-04-25 09:51:04.481+00,2021-12-20 22:35:00+00
CI-3509-2192-2021,CR-3509-0123-2021,CC-0033,c84ce263-ab46-4555-a44d-ec8482091dc9,"Penadahan dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.485+00,2025-04-25 09:51:04.485+00,2021-12-04 14:57:00+00
CI-3509-2193-2021,CR-3509-0123-2021,CC-0017,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan penganiayaan berat terjadi pada Fri Dec 24 2021 02:10:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.49+00,2025-04-25 09:51:04.49+00,2021-12-23 19:10:00+00
CI-3509-2194-2022,CR-3509-0124-2022,CC-0035,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian agraria di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.51+00,2025-04-25 09:51:04.51+00,2022-01-14 19:42:00+00
CI-3509-2195-2022,CR-3509-0124-2022,CC-0025,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan pengeroyokan terjadi pada Sat Jan 08 2022 08:33:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.514+00,2025-04-25 09:51:04.514+00,2022-01-08 01:33:00+00
CI-3509-2196-2022,CR-3509-0124-2022,CC-0043,c84ce263-ab46-4555-a44d-ec8482091dc9,"Insiden sistem peradilan anak terjadi di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,unresolved,2025-04-25 09:51:04.518+00,2025-04-25 09:51:04.518+00,2022-01-10 23:12:00+00
CI-3509-2197-2022,CR-3509-0124-2022,CC-0018,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian kelalaian akibatkan orang mati di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,unresolved,2025-04-25 09:51:04.522+00,2025-04-25 09:51:04.522+00,2022-01-16 00:39:00+00
CI-3509-2198-2022,CR-3509-0125-2022,CC-0067,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian separatisme di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.544+00,2025-04-25 09:51:04.544+00,2022-02-07 21:04:00+00
CI-3509-2199-2022,CR-3509-0125-2022,CC-0058,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus niaga pupuk Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.55+00,2025-04-25 09:51:04.55+00,2022-02-12 13:37:00+00
CI-3509-2200-2022,CR-3509-0126-2022,CC-0034,c84ce263-ab46-4555-a44d-ec8482091dc9,"Pekerjakan Anak dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,unresolved,2025-04-25 09:51:04.572+00,2025-04-25 09:51:04.572+00,2022-03-28 13:42:00+00
CI-3509-2201-2022,CR-3509-0129-2022,CC-0006,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan sumpah palsu terjadi pada Mon Jun 20 2022 05:25:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.59+00,2025-04-25 09:51:04.59+00,2022-06-19 22:25:00+00
CI-3509-2202-2022,CR-3509-0130-2022,CC-0048,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus lahgun senpi/handak/sajam Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.609+00,2025-04-25 09:51:04.609+00,2022-07-27 05:22:00+00
CI-3509-2203-2022,CR-3509-0131-2022,CC-0014,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian perbuatan tidak menyenangkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.629+00,2025-04-25 09:51:04.629+00,2022-08-24 17:17:00+00
CI-3509-2204-2022,CR-3509-0131-2022,CC-0003,c84ce263-ab46-4555-a44d-ec8482091dc9,"Pembakaran dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.634+00,2025-04-25 09:51:04.634+00,2022-08-09 19:59:00+00
CI-3509-2205-2022,CR-3509-0132-2022,CC-0008,c84ce263-ab46-4555-a44d-ec8482091dc9,"Pemalsuan Surat dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.652+00,2025-04-25 09:51:04.652+00,2022-09-24 14:37:00+00
CI-3509-2206-2022,CR-3509-0132-2022,CC-0058,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus niaga pupuk Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.659+00,2025-04-25 09:51:04.659+00,2022-09-02 17:50:00+00
CI-3509-2207-2022,CR-3509-0132-2022,CC-0006,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan sumpah palsu terjadi pada Fri Sep 23 2022 19:08:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.665+00,2025-04-25 09:51:04.665+00,2022-09-23 12:08:00+00
CI-3509-2208-2022,CR-3509-0133-2022,CC-0067,c84ce263-ab46-4555-a44d-ec8482091dc9,"Separatisme dilaporkan di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.684+00,2025-04-25 09:51:04.684+00,2022-10-26 15:39:00+00
CI-3509-2209-2022,CR-3509-0133-2022,CC-0066,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan konflik etnis terjadi pada Wed Oct 19 2022 23:26:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.689+00,2025-04-25 09:51:04.689+00,2022-10-19 16:26:00+00
CI-3509-2210-2022,CR-3509-0133-2022,CC-0041,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kasus ptppo Jalan Pahlawan No. 113, Jombang, Jember",0,resolved,2025-04-25 09:51:04.694+00,2025-04-25 09:51:04.694+00,2022-10-05 06:21:00+00
CI-3509-2211-2022,CR-3509-0133-2022,CC-0047,c84ce263-ab46-4555-a44d-ec8482091dc9,"Laporan ekstradisi terjadi pada Fri Oct 28 2022 21:17:00 GMT+0700 (Western Indonesia Time) di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.698+00,2025-04-25 09:51:04.698+00,2022-10-28 14:17:00+00
CI-3509-2212-2022,CR-3509-0133-2022,CC-0021,c84ce263-ab46-4555-a44d-ec8482091dc9,"Insiden curat terjadi di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.702+00,2025-04-25 09:51:04.702+00,2022-10-09 03:41:00+00
CI-3509-2213-2022,CR-3509-0135-2022,CC-0034,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian pekerjakan anak di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.724+00,2025-04-25 09:51:04.724+00,2022-12-06 22:25:00+00
CI-3509-2214-2022,CR-3509-0135-2022,CC-0057,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian bbm illegal di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.728+00,2025-04-25 09:51:04.728+00,2022-12-30 17:33:00+00
CI-3509-2215-2022,CR-3509-0135-2022,CC-0017,c84ce263-ab46-4555-a44d-ec8482091dc9,"Kejadian penganiayaan berat di daerah Jombang,di sekitar Jombang,di wilayah Jombang,di jalan utama Jombang,di perumahan Jombang,di pasar Jombang,di perbatasan Jombang",0,resolved,2025-04-25 09:51:04.733+00,2025-04-25 09:51:04.733+00,2022-12-27 09:44:00+00
