id,district_id,event_id,address,type,latitude,longitude,land_area,polygon,geometry,created_at,updated_at,location
01bd9c61-510e-4384-acbf-bc7af255b4b6,350924,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Abdurrahman Saleh No. 197, Pakusari, Jember",crime,-8.13681277820575,113.772096911953,,,,2025-04-25 09:51:41.469041+00,2025-04-25 09:51:41.469041+00,0101000020E6100000878B2A096A715C401E2310530C4620C0
01c66c16-d6d0-4c7c-8da4-dfcd6eec3ad5,350903,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Merdeka No. 68, Sumberbaru, Jember",crime,-8.07507118591498,113.413715686883,,,,2025-04-25 09:51:07.347367+00,2025-04-25 09:51:07.347367+00,0101000020E610000060405C517A5A5C40EBC000BB6F2620C0
02139ce8-4fe9-494e-8e35-802b55c8e2ff,350927,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pahlawan No. 55, Kalisat, Jember",crime,-8.11145045334096,113.813307353696,,,,2025-04-25 09:51:44.089923+00,2025-04-25 09:51:44.089923+00,0101000020E61000002F6E493A0D745C409572A808103920C0
02243967-f4a9-4f79-844a-cca42af3c798,350922,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 163, Arjasa, Jember",crime,-8.09576543252214,113.72881700927,,,,2025-04-25 09:51:38.542021+00,2025-04-25 09:51:38.542021+00,0101000020E610000058E518F0A46E5C402D8AB12A083120C0
031c692f-b7fe-4908-9174-c123cc687e69,350910,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 181, Balung, Jember",crime,-8.25875892451833,113.531564737778,,,,2025-04-25 09:51:18.020818+00,2025-04-25 09:51:18.020818+00,0101000020E6100000881D1B2805625C406EB5BC0C7C8420C0
0351e73d-c6d0-4a0b-a110-2185f9cb0839,350901,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 46, Jombang, Jember",crime,-8.21321805390303,113.344454964606,,,,2025-04-25 09:51:05.191226+00,2025-04-25 09:51:05.191226+00,0101000020E610000069FBD58C0B565C4050DCB0EA2A6D20C0
03635801-e07c-4504-934e-3e75960bc194,350923,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 116, Mumbulsari, Jember",crime,-8.24731962911623,113.72014601168,,,,2025-04-25 09:51:39.852345+00,2025-04-25 09:51:39.852345+00,0101000020E6100000A8204CDF166E5C40146DADADA07E20C0
0366ee29-55fb-43b4-8131-b291deb559d5,350918,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 132, Tempurejo, Jember",crime,-8.48936828472355,113.738616595711,,,,2025-04-25 09:51:31.074783+00,2025-04-25 09:51:31.074783+00,0101000020E610000024B78A7E456F5C40AE2CD57A8EFA20C0
0371b4c8-0158-44c4-932f-bc4e6da13aa1,350913,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 163, Rambipuji, Jember",crime,-8.22233035787018,113.589354717525,,,,2025-04-25 09:51:24.516818+00,2025-04-25 09:51:24.516818+00,0101000020E6100000B660D9FCB7655C40BAEBDF48D57120C0
03a9f136-28bd-4afc-8f4e-a1298004dad6,350931,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 97, Sumberjambe, Jember",crime,-8.06955686021418,113.907448627599,,,,2025-04-25 09:51:50.578977+00,2025-04-25 09:51:50.578977+00,0101000020E6100000BB9568A3137A5C402AAAEFF49C2320C0
03e63153-db70-4218-87d7-4f8b17d3b6ac,350926,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Abdurrahman Saleh No. 148, Mayang, Jember",crime,-8.20536040699864,113.797389362861,,,,2025-04-25 09:51:43.650154+00,2025-04-25 09:51:43.650154+00,0101000020E6100000C2EA646D08735C40A1E7CFFF246920C0
03ed0999-3ccd-4241-a1bd-aa049f299010,350931,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 48, Sumberjambe, Jember",crime,-8.08893111014521,113.923863133931,,,,2025-04-25 09:51:50.353942+00,2025-04-25 09:51:50.353942+00,0101000020E6100000C18DD692207B5C406257E360882D20C0
03fe3225-0972-49af-a6d9-bb1cf0cb1cdf,350903,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Srikandi No. 2, Sumberbaru, Jember",crime,-8.08938341024501,113.413739589988,,,,2025-04-25 09:51:07.98594+00,2025-04-25 09:51:07.98594+00,0101000020E6100000A6039EB57A5A5C40529D8FA9C32D20C0
042d04ed-96e5-4c04-9a2b-01ec0350c7f8,350908,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 105, Puger, Jember",crime,-8.44732002050751,113.369058062498,,,,2025-04-25 09:51:14.467448+00,2025-04-25 09:51:14.467448+00,0101000020E61000004630B5A59E575C4002DA352107E520C0
04684809-0527-48db-9ad7-d61908d9d3a7,350915,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 149, Sukorambi, Jember",crime,-8.15129757813108,113.635054665507,,,,2025-04-25 09:51:27.150567+00,2025-04-25 09:51:27.150567+00,0101000020E610000085E152BCA4685C40EE124CE0764D20C0
048d67ec-95ae-4808-beeb-db4d50ead80c,350921,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Srikandi No. 40, Sumbersari, Jember",crime,-8.17608212503561,113.721276928187,,,,2025-04-25 09:51:37.48549+00,2025-04-25 09:51:37.48549+00,0101000020E6100000167BB466296E5C4054E0B06F275A20C0
048f2b45-8913-4582-9a91-4941c9cf8eda,350916,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pahlawan No. 192, Jenggawah, Jember",crime,-8.29382419633974,113.637320620912,,,,2025-04-25 09:51:28.526464+00,2025-04-25 09:51:28.526464+00,0101000020E610000096F86DDCC9685C40F61A0420709620C0
04c64230-975c-41e6-86cb-1269eccd26cc,350923,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Merdeka No. 123, Mumbulsari, Jember",crime,-8.26609507983594,113.721130692733,,,,2025-04-25 09:51:39.471499+00,2025-04-25 09:51:39.471499+00,0101000020E61000008B5B5901276E5C40350B439D3D8820C0
053ab04c-b75a-41f0-9469-cc0057d2a65b,350906,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pahlawan No. 152, Tanggul, Jember",crime,-8.0771715134316,113.490797043375,,,,2025-04-25 09:51:11.090905+00,2025-04-25 09:51:11.090905+00,0101000020E61000002C910038695F5C403ABE4C06832720C0
0551aeea-03fe-4c7e-9d1e-4d6d1b7968db,350901,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 136, Jombang, Jember",crime,-8.23688130314163,113.36963912129,,,,2025-04-25 09:51:04.08697+00,2025-04-25 09:51:04.08697+00,0101000020E6100000F250D82AA8575C40E70D9481487920C0
05f6b707-b1c0-4e90-9ab1-9e3a4960de7c,350929,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Cendrawasih No. 37, Sukowono, Jember",crime,-8.06822241319413,113.846197794239,,,,2025-04-25 09:51:48.621819+00,2025-04-25 09:51:48.621819+00,0101000020E6100000240DCB1A28765C40C30B530CEE2220C0
06758e0e-83ab-435a-bb99-afc1d1b06d6f,350926,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 2, Mayang, Jember",crime,-8.20773510252045,113.781823143294,,,,2025-04-25 09:51:43.790191+00,2025-04-25 09:51:43.790191+00,0101000020E6100000F5ECEF6309725C40F11C5F415C6A20C0
06ee3370-4a22-4893-82f3-40cc0f017369,350919,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 146, Kaliwates, Jember",crime,-8.1952200589335,113.667972387472,,,,2025-04-25 09:51:33.173223+00,2025-04-25 09:51:33.173223+00,0101000020E6100000ABB4410FC06A5C40024931E2F36320C0
0746fa19-9a1a-4e31-8926-25d47ed51b4f,350921,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Cendrawasih No. 22, Sumbersari, Jember",crime,-8.16717028154394,113.709593269749,,,,2025-04-25 09:51:37.07641+00,2025-04-25 09:51:37.07641+00,0101000020E610000014C2E3F9696D5C404B30D857975520C0
0750f2ab-ccc7-46c7-a948-38e73a1e4696,350910,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Abdurrahman Saleh No. 13, Balung, Jember",crime,-8.26839130143538,113.53970342356,,,,2025-04-25 09:51:19.257003+00,2025-04-25 09:51:19.257003+00,0101000020E6100000976E3A808A625C404664AC956A8920C0
076469ad-6fdf-48bd-8184-7efeb35612f0,350923,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 68, Mumbulsari, Jember",crime,-8.26709331721619,113.744632439777,,,,2025-04-25 09:51:39.317983+00,2025-04-25 09:51:39.317983+00,0101000020E61000008D18D20EA86F5C40F0D88C74C08820C0
0792bd72-a63d-47d0-bc48-27035cffa133,350929,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Raya Sumberbaru No. 45, Sukowono, Jember",crime,-8.07964576414392,113.827277474226,,,,2025-04-25 09:51:48.496078+00,2025-04-25 09:51:48.496078+00,0101000020E61000003F21381DF2745C40B2866054C72820C0
07d1da83-edf9-41ca-bcc1-ecca2c3c99f7,350912,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 8, Ambulu, Jember",crime,-8.39845918046314,113.585813699767,,,,2025-04-25 09:51:21.212162+00,2025-04-25 09:51:21.212162+00,0101000020E6100000FB82BEF87D655C40A2C279D702CC20C0
07de83fd-fd80-4b37-aa69-b2cf9493b2ad,350906,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Srikandi No. 189, Tanggul, Jember",crime,-8.06473030409286,113.512256103262,,,,2025-04-25 09:51:11.333361+00,2025-04-25 09:51:11.333361+00,0101000020E610000001ACD2CDC8605C4025479654242120C0
07ed5e87-b2b5-4557-b4be-df517afdc1fb,350919,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Abdurrahman Saleh No. 26, Kaliwates, Jember",crime,-8.18513361078281,113.682323729848,,,,2025-04-25 09:51:32.583252+00,2025-04-25 09:51:32.583252+00,0101000020E6100000EC3E2631AB6B5C40B56727D5C95E20C0
07f6d0e2-29e7-45d2-a743-08e89ffed115,350912,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Raya Sumberbaru No. 68, Ambulu, Jember",crime,-8.39386094992687,113.59180027478,,,,2025-04-25 09:51:21.624562+00,2025-04-25 09:51:21.624562+00,0101000020E6100000697C420EE0655C40FC367624A8C920C0
08081093-14aa-4957-941a-20a5c28a3a4c,350903,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Cendrawasih No. 1, Sumberbaru, Jember",crime,-8.07437733981727,113.380330452602,,,,2025-04-25 09:51:07.529503+00,2025-04-25 09:51:07.529503+00,0101000020E61000003AE6895557585C40442864C9142620C0
0849c70c-dc50-4135-8504-3fb8ecb5e99c,350901,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pahlawan No. 134, Jombang, Jember",crime,-8.22217234520669,113.366474698212,,,,2025-04-25 09:51:04.769713+00,2025-04-25 09:51:04.769713+00,0101000020E610000054E84A5274575C400C7AD992C07120C0
0861687e-0541-4d5e-9c13-3ae1bd37b519,350930,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 65, Silo, Jember",crime,-8.23342111287586,113.885944593931,,,,2025-04-25 09:51:49.219033+00,2025-04-25 09:51:49.219033+00,0101000020E61000000140F450B3785C40D8FEDBF8827720C0
08a166d6-ea9c-4781-b869-cfd3916f587f,350929,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Srikandi No. 7, Sukowono, Jember",crime,-8.05092532974107,113.83021279367,,,,2025-04-25 09:51:48.304447+00,2025-04-25 09:51:48.304447+00,0101000020E61000002262D73422755C40438D83E2121A20C0
08cb417e-d8ef-4ecb-bde5-fadb0369251b,350922,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Srikandi No. 188, Arjasa, Jember",crime,-8.10289968457109,113.720792359993,,,,2025-04-25 09:51:37.64774+00,2025-04-25 09:51:37.64774+00,0101000020E610000021584776216E5C40CC007844AF3420C0
08ff70af-6da2-4e6c-b3a9-488314727820,350925,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Cendrawasih No. 147, Jelbuk, Jember",crime,-8.04993829559965,113.739560160679,,,,2025-04-25 09:51:41.750386+00,2025-04-25 09:51:41.750386+00,0101000020E610000098E223F4546F5C4041D62483911920C0
0907b389-116d-4de0-8bd0-85fb76b695f5,350931,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Raya Sumberbaru No. 134, Sumberjambe, Jember",crime,-8.06083853526138,113.911795129185,,,,2025-04-25 09:51:51.626893+00,2025-04-25 09:51:51.626893+00,0101000020E61000001420F5D95A7A5C407C917E3A261F20C0
0930b6de-cdc6-4f9a-ba27-283125258bb3,350911,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 107, Wuluhan, Jember",crime,-8.39133751370878,113.525319850246,,,,2025-04-25 09:51:20.632708+00,2025-04-25 09:51:20.632708+00,0101000020E61000009F2F26D79E615C408427FE635DC820C0
09342876-7da0-4cd6-97ce-e93e2af53798,350904,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Merdeka No. 182, Gumukmas, Jember",crime,-8.34067205710639,113.420736939248,,,,2025-04-25 09:51:08.911418+00,2025-04-25 09:51:08.911418+00,0101000020E61000006392A05AED5A5C40B3DD5F916CAE20C0
097673fc-6bde-4818-a42c-2a02b5670a3e,350918,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 1, Tempurejo, Jember",crime,-8.50319831224755,113.739526917516,,,,2025-04-25 09:51:31.929468+00,2025-04-25 09:51:31.929468+00,0101000020E6100000AC4FB568546F5C40E0028D35A30121C0
09c970ea-2d2f-415d-9348-d0063868fa80,350921,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Merdeka No. 80, Sumbersari, Jember",crime,-8.17066533451253,113.734510932479,,,,2025-04-25 09:51:37.185182+00,2025-04-25 09:51:37.185182+00,0101000020E61000007063243A026F5C409F955C72615720C0
09cc2c67-4f30-402e-84c2-65c0a30ae812,350925,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Raya Sumberbaru No. 122, Jelbuk, Jember",crime,-8.0591651051993,113.724645291978,,,,2025-04-25 09:51:42.74701+00,2025-04-25 09:51:42.74701+00,0101000020E6100000AC8FA596606E5C4071CA7FE34A1E20C0
09eb9d80-5efe-447b-9a4d-b6e01e4638c9,350920,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 23, Patrang, Jember",crime,-8.11675573849532,113.711737145208,,,,2025-04-25 09:51:35.668855+00,2025-04-25 09:51:35.668855+00,0101000020E6100000F480F4198D6D5C405EEA7C68C73B20C0
09f5dff4-5cdc-463b-874e-0fce02196e60,350906,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 152, Tanggul, Jember",crime,-8.0653230641211,113.513109323677,,,,2025-04-25 09:51:11.691412+00,2025-04-25 09:51:11.691412+00,0101000020E6100000E01D7DC8D6605C4039265006722120C0
0a7daa68-83d3-43c9-80e5-fe5984db6b95,350908,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Srikandi No. 194, Puger, Jember",crime,-8.44799054946883,113.346550636469,,,,2025-04-25 09:51:14.869973+00,2025-04-25 09:51:14.869973+00,0101000020E61000009482B8E22D565C407BC56D045FE520C0
0aadd452-edd3-40cb-ba7a-b10f72aabef9,350905,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pantai No. 99, Umbulsari, Jember",crime,-8.24992610984172,113.443768306989,,,,2025-04-25 09:51:09.577738+00,2025-04-25 09:51:09.577738+00,0101000020E61000002D612FB3665C5C40945FA850F67F20C0
0aaed61a-7cce-43b4-aa00-b483e9d72caa,350931,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 93, Sumberjambe, Jember",crime,-8.08875723187252,113.925229315103,,,,2025-04-25 09:51:50.819787+00,2025-04-25 09:51:50.819787+00,0101000020E6100000DC6A04F5367B5C40195A8096712D20C0
0ad49c4d-84b9-49d9-b303-f880f508dcac,350921,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Cendrawasih No. 50, Sumbersari, Jember",crime,-8.18957146923082,113.733291061194,,,,2025-04-25 09:51:36.376837+00,2025-04-25 09:51:36.376837+00,0101000020E6100000C191A13DEE6E5C40BB33F9820F6120C0
0aedd976-bd6f-4c17-9208-78fbbbcc711d,350924,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Srikandi No. 62, Pakusari, Jember",crime,-8.13512778132012,113.773125803165,,,,2025-04-25 09:51:40.222516+00,2025-04-25 09:51:40.222516+00,0101000020E61000006212A6E47A715C40161AF3772F4520C0
0b34ef1f-59dc-47cd-b641-200b0292ebaa,350916,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Abdurrahman Saleh No. 172, Jenggawah, Jember",crime,-8.28847893084682,113.649738454047,,,,2025-04-25 09:51:28.693044+00,2025-04-25 09:51:28.693044+00,0101000020E61000006CC5985095695C40ED24AB82B39320C0
0b5c2d05-f1b2-40b8-a5e7-f70fa7a9cb49,350927,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 80, Kalisat, Jember",crime,-8.12526737718244,113.798805959025,,,,2025-04-25 09:51:45.230184+00,2025-04-25 09:51:45.230184+00,0101000020E61000004E7707A31F735C402F82B00B234020C0
0b827168-b2c4-49f2-8e5e-8a72c34df03f,350916,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 140, Jenggawah, Jember",crime,-8.27582421141006,113.639723783121,,,,2025-04-25 09:51:29.752001+00,2025-04-25 09:51:29.752001+00,0101000020E610000090BE053CF1685C4006E7BED4388D20C0
0c057d24-9bbe-4a2e-9437-9b8a15595a0e,350931,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Raya Sumberbaru No. 155, Sumberjambe, Jember",crime,-8.08434964830952,113.921895027673,,,,2025-04-25 09:51:50.884976+00,2025-04-25 09:51:50.884976+00,0101000020E6100000C48C0054007B5C4044D689E02F2B20C0
0c0af255-9c18-4bd3-94dd-c2759b560b32,350915,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 32, Sukorambi, Jember",crime,-8.15246224796411,113.656328308577,,,,2025-04-25 09:51:27.751521+00,2025-04-25 09:51:27.751521+00,0101000020E6100000CE317348016A5C40CEC221880F4E20C0
0c2d0076-431e-44af-bbd9-b873ec3b0dc7,350903,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 47, Sumberbaru, Jember",crime,-8.06507612159946,113.392417707469,,,,2025-04-25 09:51:07.87042+00,2025-04-25 09:51:07.87042+00,0101000020E6100000EEFC285F1D595C40580A4CA8512120C0
0c9acc0d-feb8-40cb-9e3f-45c525d4806c,350911,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Cendrawasih No. 50, Wuluhan, Jember",crime,-8.42279840990249,113.517505393881,,,,2025-04-25 09:51:21.044931+00,2025-04-25 09:51:21.044931+00,0101000020E6100000328EF1CE1E615C40FBA97E0879D820C0
0c9e98a8-bfec-4bfe-9757-8524a950e7c6,350913,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pahlawan No. 59, Rambipuji, Jember",crime,-8.22871595920617,113.600218122269,,,,2025-04-25 09:51:24.867649+00,2025-04-25 09:51:24.867649+00,0101000020E6100000476745F969665C403EBA19421A7520C0
0ca47969-f17e-4009-a1ac-d48c334898d4,350905,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Taman Siswa No. 121, Umbulsari, Jember",crime,-8.22591084873434,113.466713955891,,,,2025-04-25 09:51:09.527458+00,2025-04-25 09:51:09.527458+00,0101000020E6100000CD4836A4DE5D5C4050403696AA7320C0
0caa1b4a-58d6-4e92-a5e3-fc51d760c24e,350921,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Abdurrahman Saleh No. 11, Sumbersari, Jember",crime,-8.16576867737347,113.715139866827,,,,2025-04-25 09:51:36.015531+00,2025-04-25 09:51:36.015531+00,0101000020E6100000AC0501DAC46D5C405B0AD0A1DF5420C0
0d5c7ba6-b9d4-4964-b39f-769e038d4877,350908,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pahlawan No. 47, Puger, Jember",crime,-8.46273207727499,113.360916038151,,,,2025-04-25 09:51:14.954875+00,2025-04-25 09:51:14.954875+00,0101000020E61000005D1D953F19575C4097690538EBEC20C0
0d9055e2-4eaf-4a98-b85f-1ea392ff0ce7,350928,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Abdurrahman Saleh No. 30, Ledokombo, Jember",crime,-8.13911591792728,113.897789686848,,,,2025-04-25 09:51:46.619977+00,2025-04-25 09:51:46.619977+00,0101000020E61000009AECDF6275795C408FB39B333A4720C0
0db5893f-5601-49a1-a1c7-5e90f48b0619,350903,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Pahlawan No. 9, Sumberbaru, Jember",crime,-8.07049674824421,113.388916395894,,,,2025-04-25 09:51:07.181996+00,2025-04-25 09:51:07.181996+00,0101000020E6100000764F9801E4585C40CE5D5826182420C0
0db85684-bc41-4f21-842b-24e5a38410a6,350903,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 123, Sumberbaru, Jember",crime,-8.08696633635588,113.413035238948,,,,2025-04-25 09:51:07.914835+00,2025-04-25 09:51:07.914835+00,0101000020E610000001D85A2B6F5A5C40BF0005DA862C20C0
0dc8cc7d-c99e-49a7-8def-e96e6ab238c8,350917,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,"Jalan Sumbermujur No. 186, Ajung, Jember",crime,-8.2476795041701,113.668652701024,,,,2025-04-25 09:51:30.586549+00,2025-04-25 09:51:30.586549+00,0101000020E61000000AD2B234CB6A5C40A19914D9CF7E20C0
